,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZM_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-11-14,215492,53977,21853,97991,149749,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,194.3999938964844,0.24018525049653816,-51758,-0.003545969323242134,32124,0.0020616100716524034,0.015936062000484377,0.08068046947118554,-0.01519756885895951,-0.01234564800327298,-0.010893463804200849
2006-11-21,212685,50028,16381,99130,149538,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,192.0,0.23700778146084586,-50408,0.006264733725613944,33647,0.00706754775119262,0.005428925314073383,0.14186330166091946,-0.01234564800327298,0.019791682561238533,-0.007123429726544102
2006-11-28,217505,48460,17343,101409,151369,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,195.8000030517578,0.22969586906048137,-49960,0.0021064014857653337,31117,-0.011895526247737265,0.01625932636542737,0.03844809507165327,0.019791682561238533,-0.05873340051460618,-0.002495259130696125
2006-12-05,211205,38571,22001,109433,140091,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,184.3000030517578,0.14515754835349542,-30658,0.08874278752212593,16570,-0.06688122112135353,0.07735528446161491,0.24016047018424355,-0.05873340051460618,0.015735180946632843,0.0016812809495953952
2006-12-12,209626,38024,19833,109606,141341,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,187.1999969482422,0.1513886636199708,-31735,-0.005099311095854739,18191,0.00767500769394664,0.005670520069974935,0.046926041792695786,0.015735180946632843,-0.009081180427114033,0.005702545758615283
2006-12-19,208789,35970,21689,111018,136695,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,185.5,0.1229806167949461,-25677,0.02889908694532167,14281,-0.018652266417333727,0.024455720935114427,0.06781248374061291,-0.009081180427114033,0.015633390277543846,0.006262774408471632
2006-12-26,197584,36811,21164,102671,131557,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,188.3999938964844,0.14619604826301724,-28886,-0.015369583646648052,15647,0.006542490265291754,0.057572109226907114,0.023561880120741698,0.015633390277543846,-0.00955407564374866,0.006138574597720927
2007-01-09,189991,36119,23521,99847,122677,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,186.6000061035156,0.12016358669621192,-22830,0.030650255081383106,12598,-0.015431411450319864,0.05259657385270802,0.0511234071093226,-0.00955407564374866,0.11521971756031424,0.004764245233434241
2007-01-16,197787,43002,22419,99016,134160,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,208.1000061035156,0.17768609665953777,-35144,-0.06481359643351527,20583,0.042028306603997034,0.05280989467183587,0.12205560905519634,0.11521971756031424,0.010571825486386022,0.003954596556349088
2007-01-23,207992,52919,19943,97065,145160,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,210.3000030517578,0.23123485518673795,-48095,-0.06547953101063266,32976,0.06265831424714466,0.05346681804107751,0.1700886607559496,0.010571825486386022,-0.009034755718980159,0.00526550558198846
2007-01-30,217580,56247,20232,99340,152407,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,208.3999938964844,0.243896497839875,-53067,-0.02390476556790646,36015,0.014611138889957307,0.037823688067782336,0.0472940284261039,-0.009034755718980159,0.023512520627554823,0.007260604301436759
2007-02-06,220617,59464,17963,97076,157232,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,213.3000030517578,0.27267164361767227,-60156,-0.03258111958819745,41501,0.02521371449581763,0.027875646853421834,0.07085383651697728,0.023512520627554823,0.044069356596321496,0.01100099684277937
2007-02-13,229728,72516,15022,87288,165349,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,222.6999969482422,0.3397974996517621,-78061,-0.08115875023230304,57494,0.07249214702402806,0.07087243752894469,0.1826977998126528,0.044069356596321496,0.035473773073779746,0.016419144206166976
2007-02-20,235601,77916,13339,85184,169782,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,230.6000061035156,0.35907317880654155,-84598,-0.028455390722941915,64577,0.03083211450062683,0.025638712612662082,0.0776176647854912,0.035473773073779746,-0.030789271099708637,0.023300555551377562
2007-02-27,230463,73840,23421,84305,154508,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,223.5,0.304617227060309,-70203,0.06109906154897475,50419,-0.06009312354361824,0.06763869638587514,0.1455670823865681,-0.030789271099708637,-0.044742729306487705,0.028774608845913242
2007-03-06,215684,62159,24530,85277,142888,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,213.5,0.2671083622336381,-57611,0.054637837744019646,37629,-0.055496977822904324,0.05518813139613876,0.14753890343642215,-0.044742729306487705,0.013583109585407094,0.03391448831224108
2007-03-13,212767,58072,15781,85278,148376,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,216.3999938964844,0.29655914686018037,-63098,-0.025439995549043973,42291,0.021614955212254965,0.023492000992921157,0.1738047201873993,0.013583109585407094,0.022181160753885543,0.041899938053247765
2007-03-20,212165,56821,17307,83446,143565,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,221.1999969482422,0.2833596493295313,-60119,0.01400123139396617,39514,-0.013051836046003375,0.029262899154666514,0.03746222749838118,0.022181160753885543,-0.031645570056847316,0.04965746596431973
2007-03-27,206556,54541,18197,83629,138402,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,214.1999969482422,0.2651726408334786,-54773,0.02519736997148446,36344,-0.014941201423420451,0.02407771887709374,0.043581071791910696,-0.031645570056847316,0.0014005744912792828,0.05697860574682575
2007-04-03,211355,51732,18776,88455,139618,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,214.5,0.24207139646566203,-51163,0.0174771006409884,32956,-0.01640233157109936,0.026491518066583945,0.04805128496057185,0.0014005744912792828,-0.045221430994136114,0.0640042197214168
2007-04-10,220196,49563,20021,98565,143751,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,204.8000030517578,0.2052080873403695,-45186,0.028279435073691184,29542,-0.016152918076222468,0.05877861965367537,0.049063002989192916,-0.045221430994136114,-0.03417968699068297,0.06927531456972763
2007-04-17,220311,46262,20800,103252,144109,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,197.8000030517578,0.18545147541430068,-40857,0.019659757670439062,25462,-0.018528946938182345,0.020395292709845126,0.06083922340520712,-0.03417968699068297,-0.0348837666775359,0.07510755363823937
2007-04-24,213595,43737,21332,104058,141591,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,190.8999938964844,0.17572040544020226,-37533,0.01508776229965821,22405,-0.013875839154649563,0.0135315022654275,0.04698089720143232,-0.0348837666775359,0.03771614686868663,0.0816066962831735
2007-05-01,211148,49065,23826,97897,135110,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,198.1000061035156,0.17624130941330252,-37213,0.0014981624101687773,25239,0.013268100845057234,0.054255880724613424,0.10731091629968034,0.03771614686868663,-0.018172670331137897,0.08695999044164565
2007-05-08,215493,48345,26666,103086,138059,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,194.5,0.1622929747137958,-34973,0.010608672589842195,21679,-0.01686021179457063,0.03374733044433847,0.04745970590979989,-0.018172670331137897,0.07043700230458705,0.09160331726358877
2007-05-15,215474,50768,26330,101677,142451,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,208.1999969482422,0.1892293269721637,-40774,-0.02691966792424812,24438,0.012803200103947691,0.023762124786996984,0.035785623492178786,0.07043700230458705,0.031700317964732605,0.09580525375785726
2007-05-22,208348,51127,23386,94890,142273,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,214.8000030517578,0.22742238946378174,-47383,-0.030671914012827532,27741,0.015328995609679126,0.029367987417936187,0.044327835411270514,0.031700317964732605,-0.0018622399887816554,0.10053546055147627
2007-05-29,211170,53433,20913,93194,147199,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,214.3999938964844,0.25574181938722357,-54005,-0.03178336245128343,32520,0.022937585194002342,0.02754655917601594,0.06428052618836252,-0.0018622399887816554,0.042910505918545505,0.10624892854598496
2007-06-05,220887,60113,18504,98192,160894,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,223.6000061035156,0.2838646004518147,-62702,-0.041184827390254294,41609,0.04304115167874224,0.07214978810124824,0.11561112736431052,0.042910505918545505,0.025044681090635068,0.11363116317849498
2007-06-12,219614,59855,14006,87801,157860,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,229.1999969482422,0.31900971704900416,-70059,-0.0333066228433543,45849,0.01919533517137722,0.05464847900155092,0.06439122134820813,0.025044681090635068,0.0021815009016465936,0.12207856273165262
2007-06-19,220726,65320,15958,83855,153509,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,229.6999969482422,0.31556771744153383,-69654,0.0018441447266567706,49362,0.015996247962333912,0.03495475303752886,0.09125470607052338,0.0021815009016465936,-0.041793604581064625,0.1274434567590855
2007-06-26,207892,57610,12086,83035,148533,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,220.1000061035156,0.31505781848267367,-65498,0.018828774136259434,45524,-0.017388073901579332,0.025029365024528433,0.16617883379247014,-0.041793604581064625,0.05679236553097189,0.13268273420290397
2007-07-03,206937,58993,10118,84100,150933,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,232.6000061035156,0.322963027394811,-66833,-0.006421603524907163,48875,0.016118946376002925,0.014742610612126807,0.04848721621738942,0.05679236553097189,0.05030093138963765,0.13855341944800353
2007-07-10,213250,65192,7617,82255,159452,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,244.3000030517578,0.3620023446658851,-77197,-0.05008287546451336,57575,0.042041780831847377,0.04287836099078637,0.11949072230081446,0.05030093138963765,-0.09046256990358481,0.1470645256419148
2007-07-17,214698,64545,7828,85541,160789,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,222.1999969482422,0.35048300403357274,-75248,0.009139507620164126,56717,-0.004023446658851113,0.01876750700280112,0.011855249886007212,-0.09046256990358481,-0.03060307446062538,0.15415488258622126
2007-07-24,206054,54736,10909,86219,147780,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,215.3999938964844,0.2987614897065818,-61561,0.06375001164426311,43827,-0.06003782056656327,0.05849170295599554,0.19635920481377103,-0.03060307446062538,0.0009285618045435928,0.1608887271812544
2007-07-31,202116,49993,13449,86803,139077,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,215.6000061035156,0.2586336559203626,-52274,0.0450707096198084,36544,-0.03534510371067778,0.04111475119532495,0.11479776804009961,0.0009285618045435928,0.04823744713388867,0.16707420407358622
2007-08-07,204880,56758,11782,85567,147427,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,226.0,0.3019328387348692,-61860,-0.04742820954303469,44976,0.04171861703180352,0.04114269036970909,0.12302305223227313,0.04823744713388867,0.0300885090785743,0.17487711781666399
2007-08-14,201449,54799,6935,83724,150048,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,232.8000030517578,0.3292346946373524,-66324,-0.021788363920343615,47864,0.014096056228035923,0.019095528976951902,0.11024718955518839,0.0300885090785743,-0.04467357826005358,0.18333818302339053
2007-08-21,196526,49698,6943,85534,144687,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,222.3999938964844,0.3009932528011561,-59153,0.03559709901761736,42755,-0.025361257688050077,0.031148331385929172,0.09019967867798945,-0.04467357826005358,0.05575543837939567,0.19113566355675513
2007-08-28,199541,53500,5561,85340,151197,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,234.8000030517578,0.3300424474168216,-65857,-0.034112534728229345,47939,0.02637818914545658,0.028342288944224373,0.08777365774368873,0.05575543837939567,0.05579212382650156,0.1995897688145582
2007-09-04,205858,60948,6201,81313,156273,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,247.8999938964844,0.364134500480914,-74960,-0.04561969720508567,54747,0.03411830150194697,0.038314547153451804,0.12044855470669705,0.05579212382650156,0.008471182554334877,0.20899884997927184
2007-09-11,211594,63312,5187,85292,165022,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,250.0,0.37680652570488765,-79730,-0.02317131226379349,58125,0.016409369565428596,0.05084813474276309,0.049314588534139184,0.008471182554334877,0.06559997558593755,0.21816502989181943
2007-09-18,224426,70216,7640,88590,172563,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,266.3999938964844,0.37416787716218264,-83973,-0.020052553475051277,62576,0.021035568116298194,0.04150440546346395,0.12018341553637485,0.06559997558593755,0.0187687691987819,0.22780461441133695
2007-09-25,225239,69291,7353,90192,172459,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,271.3999938964844,0.3652431417294518,-82267,0.007601614786165596,61938,-0.002842807874310463,0.006495311268565511,0.015813370909660247,0.0187687691987819,-0.031319086923937145,0.2363041392220056
2007-10-02,215628,67264,10506,85346,161718,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,262.8999938964844,0.35418405772905187,-76372,0.026172199308290307,56758,-0.022997793454952294,0.06308891623223133,0.0666066606660666,-0.031319086923937145,0.001521467880451377,0.24450060642238874
2007-10-09,214805,64890,8556,87693,162485,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,263.29998779296875,0.348185563650753,-74792,0.007327434284972267,56334,-0.0019663494536887602,0.012447137638001742,0.058873185741905615,0.001521467880451377,0.04785418415371501,0.2525888752625415
2007-10-16,222673,69750,8172,89189,169993,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,275.8999938964844,0.36288189407786303,-80804,-0.027988175321803498,61578,0.02441283955215195,0.03474006682562832,0.0672980672980673,0.04785418415371501,0.002537195442251061,0.2602457589746395
2007-10-23,232759,74132,9540,92806,176816,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,276.6000061035156,0.36093126366757033,-84010,-0.014397794074719432,64592,0.013535543150718766,0.03872087589291675,0.06872071899799216,0.002537195442251061,-0.006869102872591126,0.2654869020941313
2007-10-30,236432,74800,6551,92850,181738,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,274.70001220703125,0.3759558773770048,-88888,-0.020957299180697633,68249,0.01571152995158082,0.018085276851136978,0.04495335029686175,-0.006869102872591126,0.036039291796693185,0.2703139762980612
2007-11-06,247588,78801,6484,95282,188427,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,284.6000061035156,0.3762096709048904,-93145,-0.018005176964201123,72317,0.017205792786086485,0.03214913873017775,0.04769889195051885,0.036039291796693185,0.0014054599012864877,0.2737337340080593
2007-11-13,246508,79759,8744,94101,185086,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,285.0,0.3690955263115193,-90985,0.008724170799877215,71015,-0.005258736287703766,0.01619702923130375,0.03636034936668814,0.0014054599012864877,0.01754385964912286,0.27633988182630964
2007-11-20,251101,78189,9913,97539,190621,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,290.0,0.37069545720646274,-93082,-0.008506823307965664,68276,-0.011111201259188342,0.031138950583009438,0.031088965063222174,0.01754385964912286,0.0003448486328125888,0.27884969349380817
2007-11-27,245568,76815,11371,93929,183698,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,290.1000061035156,0.3655565871774824,-89769,0.013193894090425765,65444,-0.011278330233651001,0.037939393502793316,0.0321139409883655,0.0003448486328125888,0.01861424951007251,0.2813217859114358
2007-12-04,247297,81909,7656,92163,191306,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,295.5,0.40090660218280044,-99143,-0.03817272608808965,74253,0.035871937711753975,0.03306887172847825,0.09835315134260035,0.01861424951007251,0.06598984771573613,0.2846143000099419
2007-12-11,249316,85671,8035,90336,193895,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,315.0,0.4153724590479552,-103559,-0.017857070647844496,77636,0.013679907156172538,0.015536658562929448,0.04419140716709709,0.06598984771573613,0.023809523809523725,0.28981074060022
2007-12-18,254668,87178,13379,94752,195016,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,322.5,0.39370474500133507,-100264,0.013216159412151648,73799,-0.015390107333664907,0.019108390160404186,0.06813051304235408,0.023809523809523725,0.07441860465116279,0.2944706652421693
2008-01-08,229873,74766,12471,90606,177100,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,346.5,0.37626863528992094,-86494,0.05407039753718567,62295,-0.045172538363673485,0.08241130195064736,0.15268750644795212,0.07441860465116279,0.027705645320391437,0.29934158867476496
2008-01-15,236999,70890,14941,103408,185089,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,356.1000061035156,0.34464702382710477,-81681,0.020937648179647023,55949,-0.027606547963440684,0.07206660727841191,0.07393599049294544,0.027705645320391437,-0.05391747227729604,0.30315795358945896
2008-01-22,237598,65790,17646,112542,181754,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,336.8999938964844,0.2912987483059622,-69212,0.052612036337706065,48144,-0.0329326284077148,0.04236890749449534,0.09354475286447098,-0.05391747227729604,0.008014283929790977,0.3064490143896465
2008-01-29,235150,58870,17232,116599,179258,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,339.6000061035156,0.26646395917499466,-62659,0.027580198486519245,41638,-0.027382385373614256,0.022149213978374688,0.09637066042942367,0.008014283929790977,0.03975264946221757,0.3081562809764822
2008-02-05,232341,61307,16741,110432,176995,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,353.1000061035156,0.28648839421367733,-66563,-0.0166021688284074,44566,0.012451626621305549,0.02932918619336388,0.037515375153751536,0.03975264946221757,-0.0022656989428437857,0.30921884903469254
2008-02-12,232869,64313,15407,108849,178740,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,352.29998779296875,0.3001301160738441,-69891,-0.014323774107884532,48906,0.018679440994056152,0.011572069863590054,0.05444054189663823,-0.0022656989428437857,0.026681875503176355,0.3103002647699612
2008-02-19,231491,63611,14730,110316,181342,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,361.7000122070313,0.30681970357378907,-71026,-0.004873984944324921,48881,-0.0001073564965710335,0.013951271694930364,0.017602532518093975,0.026681875503176355,0.026264859495117587,0.3109569582306557
2008-02-26,242089,69040,11009,107266,188857,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,371.2000122070313,0.3370289439007968,-81591,-0.045638923327472776,58031,0.03952637467547335,0.03567774201936358,0.11430498819473073,0.026264859495117587,-0.002424634656425173,0.3109037167739064
2008-03-04,237236,70141,11262,98434,181314,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,370.2999877929687,0.34935675867069077,-82880,-0.005324488101483339,58879,0.003502843995390125,0.058534824198921885,0.016633293613257497,-0.002424634656425173,-0.0629219242804715,0.31071686254052466
2008-03-11,224140,55972,10545,108518,172442,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,347.0,0.28519675202998124,-63924,0.07990355595272218,45427,-0.05670302989428248,0.06746867881548975,0.22379241396936123,-0.0629219242804715,-0.047550432276657006,0.3103433918668645
2008-03-18,219746,54968,16695,118652,172642,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,330.5,0.24569275436185414,-53990,0.04432051396448648,38273,-0.03191755153029357,0.035476185571965094,0.0998283633116113,-0.047550432276657006,0.059909191506713366,0.3099315532539456
2008-03-25,219796,49153,16167,126961,173249,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,350.29998779296875,0.21059527925894922,-46288,0.03504955721605854,32986,-0.024059596079109517,0.02969921055261317,0.097106552357624,0.059909191506713366,-0.056522947424910486,0.3082784019539219
2008-04-01,223879,53896,11165,116789,172978,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,330.5,0.25097932365250875,-56189,-0.04504631567453457,42731,0.04433656663451564,0.036039300541469525,0.14978251179662164,-0.056522947424910486,-0.0021180399607602096,0.30765570338320997
2008-04-08,221557,53419,10837,113097,171643,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,329.79998779296875,0.26424802646722967,-58546,-0.010528008433126823,42582,-0.00066553808083831,0.017654702535646556,0.01252801294820717,-0.0021180399607602096,0.05761067526760244,0.30763792233770515
2008-04-15,218922,53479,9959,103196,167327,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,348.79998779296875,0.2929399512155014,-64131,-0.02520796002834485,43520,0.004233673501627121,0.05255375698184628,0.014786090355938081,0.05761067526760244,0.017775264977105687,0.30861616377520207
2008-04-22,220561,56022,11050,104521,167483,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,355.0,0.2854629784957449,-62962,0.005339801390449567,44972,0.006632499246306904,0.005444772870987192,0.054180582061068704,0.017775264977105687,-0.078309824768926,0.3101595270666516
2008-04-29,207216,50723,10654,102631,159006,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,327.20001220703125,0.2720591074048336,-56375,0.029864753968289953,40069,-0.022229677957571827,0.03962360063752451,0.09278720041709435,-0.078309824768926,-0.016503741481053824,0.31182505845108494
2008-05-06,197661,50963,9919,99646,154498,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,321.79998779296875,0.27750542595656197,-54852,0.007349818546830361,41044,0.004705235116979384,0.02948328506673382,0.016014585591800534,-0.016503741481053824,0.0758235715961566,0.31378246269178417
2008-05-13,194921,50093,9026,93973,151751,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,346.20001220703125,0.29641752299649604,-57778,-0.014803122517846212,41067,0.00011636084002408163,0.03426608715469388,0.029821208071855072,0.0758235715961566,-0.03668403165577161,0.3160935437222302
2008-05-20,198969,46301,6729,98330,153011,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,333.5,0.27482170589388294,-54681,0.015888488156740422,39572,-0.007669773908403918,0.022348124659327367,0.11482179898170847,-0.03668403165577161,0.004497751124437732,0.31825755778338566
2008-05-27,200377,48921,7715,96977,153412,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,335.0,0.2816441008698603,-56435,-0.008815443611818926,41206,0.008212334584784564,0.007005100064299949,0.06366975068860795,0.004497751124437732,0.035820895522387985,0.32003476497372607
2008-06-03,203136,51413,7215,93793,152319,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,347.0,0.2881123976055451,-58526,-0.010435329404073322,44198,0.014931853456234998,0.01737826680535691,0.051033635805417206,0.035820895522387985,0.09077809798270886,0.3212018805149138
2008-06-10,207529,55369,6936,87205,154348,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,378.5,0.3235355058811058,-67143,-0.04241985664776308,48433,0.020848101764335224,0.03567333049061697,0.06797207286734612,0.09077809798270886,0.09643328929986783,0.32250560525518074
2008-06-17,222910,64121,6696,85753,163426,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,415.0,0.34845004710421246,-77673,-0.05073989659276535,57425,0.043328884155949286,0.042258777826381835,0.12697516133131875,0.09643328929986783,-0.0330120776073044,0.32374763307541915
2008-06-24,221465,70578,5861,82093,166351,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,401.2999877929687,0.3804574086198722,-84258,-0.029541070387151765,64717,0.032712754026288635,0.02650496691407319,0.09539632909902013,-0.0330120776073044,0.09070527167033315,0.32492931945178205
2008-07-01,225308,68624,5483,80290,165971,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,437.7000122070313,0.38028387806913205,-85681,-0.006425394531867338,63141,-0.0071162486171629825,0.008864578638111596,0.03146801246845777,0.09070527167033315,-0.028786853443257154,0.32617386100231277
2008-07-08,220165,62966,7131,79291,156181,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,425.1000061035156,0.34923807144641517,-76890,0.03901770021481705,55835,-0.03242672253093543,0.04581861112998573,0.10422699972894703,-0.028786853443257154,-0.007762922284558438,0.32683117355930774
2008-07-15,217674,62808,7598,75243,150677,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,421.7999877929687,0.34654575190422376,-75434,0.006613221901755502,55210,-0.0028387800059046626,0.04228045325779037,0.008877084339402892,-0.007762922284558438,-0.10099567761686767,0.3272846874921811
2008-07-22,202095,54462,11799,76872,135822,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,379.2000122070313,0.2916945001113338,-58950,0.07572792340839972,42663,-0.057641243327177336,0.07750101084186672,0.18935723879808636,-0.10099567761686767,-0.007120285126882342,0.3259326135584397
2008-07-29,182993,47866,6213,74466,130629,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,376.5,0.30691337920029726,-56163,0.013790544051065093,41653,-0.004997649620228111,0.037051122650479044,0.22526304110652934,-0.007120285126882342,-0.0770252324037185,0.3250947361577999
2008-08-05,185266,47738,5875,79690,135926,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,347.5,0.30354193429987153,-56236,-0.000398922363150503,41863,0.0011475848802959675,0.048795080142475515,0.008691921735399996,-0.0770252324037185,-0.01669061235386693,0.3251866677845939
2008-08-12,182430,43776,5911,87361,138908,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,341.70001220703125,0.2825576933618374,-51547,0.025309554910237172,37865,-0.02157978258288083,0.04708112909855084,0.08046370277939904,-0.01669061235386693,0.011998757505028657,0.3256467454276991
2008-08-19,174493,42587,5371,84814,135046,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,345.79998779296875,0.2878740121380227,-50232,0.007208244258071589,37216,-0.0035575289152003507,0.029150368416264897,0.036052379165102795,0.011998757505028657,0.061885555724411345,0.32537638337775976
2008-08-26,170926,41158,5701,79756,130396,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,367.2000122070313,0.296268560663679,-50640,-0.0023382026786174805,35457,-0.010080633607078794,0.04619513494994099,0.037538146353955484,0.061885555724411345,-0.0062636662148315425,0.32474241926288144
2008-09-02,169385,41570,6048,77388,127081,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,364.8999938964844,0.2933730849839124,-49693,0.005540409299930964,35522,0.0003802815253384506,0.027793944314297034,0.015939350665714645,-0.0062636662148315425,-0.06494925208515179,0.32459587757408825
2008-09-09,170864,38819,8473,85555,128230,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,341.20001220703125,0.2497600430751943,-42675,0.04143224016294241,30346,-0.030557605455028485,0.04357649039923287,0.10944768671234036,-0.06494925208515179,-0.06066826338350484,0.3230519851829032
2008-09-16,166261,36294,10793,85157,122246,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,320.5,0.22307696934338178,-37089,0.032692667852795204,25501,-0.028355885382526452,0.030771011026841464,0.10289464183320236,-0.06066826338350484,0.014976560976501574,0.3203393403533352
2008-09-23,158540,35658,9921,77418,114183,026603 ,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,325.29998779296875,0.23189731298095118,-36765,0.0019487432410487126,25737,0.0014194549533564696,0.08247347352049311,0.03308541214155642,0.014976560976501574,-0.1411005091266606,0.3175526247240288
