,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,LB_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-08-29,6112,2697,2237,834,831,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,283.5,-0.0004908376963350785,3,-0.022506476683937824,460,0.023154145077720206,0.1111111111111111,0.13032022699635185,0.007820875586565634,-0.02751318445491624,0.18837205149154354
2006-09-05,5822,2631,2267,898,800,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,275.70001220703125,-0.01683270353830299,98,0.015543193717277488,364,-0.015706806282722512,0.05594817432273263,0.019599836668027767,-0.02751318445491624,0.006528791125395728,0.19061598979649827
2006-09-12,5581,2838,2468,960,688,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,277.5,-0.04873678552230783,272,0.02988663689453796,370,0.0010305736860185502,0.10558252427184465,0.07689408217112703,0.006528791125395728,-0.07171168971706077,0.19128845169719608
2006-09-19,5858,2944,2578,1009,719,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,257.6000061035156,-0.04950495049504951,290,0.003225228453682136,366,-0.0007167174341515857,0.046296296296296294,0.039116262223831945,-0.07171168971706077,-0.008152197413659024,0.1911290462666994
2006-09-26,6420,2920,2874,1221,881,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,255.5,-0.0529595015576324,340,0.008535336292249915,46,-0.05462615227039946,0.1779257849666984,0.055229547808077324,-0.008152197413659024,-0.07514675909292445,0.19060537388432053
2006-10-03,6490,2818,2934,1344,1075,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,236.3000030517578,-0.04144838212634823,269,-0.011059190031152648,-116,-0.025233644859813085,0.13104588673005374,0.028164116828929067,-0.07514675909292445,0.08082941429561918,0.18866191760231737
2006-10-10,6210,2612,2741,1315,1061,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,255.3999938964844,-0.04090177133655395,254,-0.0023112480739599386,-129,-0.002003081664098613,0.0180976430976431,0.07453764244348964,0.08082941429561918,-0.012137787465974048,0.18490446263244567
2006-10-17,6444,2777,2533,1299,1121,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,252.3000030517578,-0.027622594661700806,178,-0.012238325281803542,244,0.06006441223832528,0.03140495867768595,0.07024482109227873,-0.012137787465974048,-0.025762980267053592,0.18305587938460308
2006-10-24,6542,2970,2554,1246,1255,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,245.8000030517578,0.0013757260776520942,-9,-0.029019242706393545,416,0.02669149596523898,0.07477009196321471,0.0387400434467777,-0.025762980267053592,-0.0077298988270285696,0.181828584273239
2006-10-31,6129,1979,2525,2036,1198,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,243.8999938964844,-0.1367270354054495,838,0.1294711097523693,-546,-0.1470498318557016,0.2619047619047619,0.22646536412078153,-0.0077298988270285696,-0.03034027913762516,0.17687982810650318
2006-11-07,6146,2123,2531,1924,1224,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,236.5,-0.11389521640091116,700,-0.022515907978463045,-408,0.022515907978463045,0.04383735705209657,0.03223033949290933,-0.03034027913762516,-0.012684989429175508,0.16987008203661091
2006-11-14,5933,2182,2469,1927,1212,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,233.5,-0.1205123883364234,715,0.0024406117800195247,-287,0.0196876016921575,0.004778591908251036,0.02601591055686949,-0.012684989429175508,0.12334041881357072,0.16010947637350179
2006-11-21,6046,2264,2446,1788,1297,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,262.29998779296875,-0.08121071782997023,491,-0.03775493005225013,-182,0.017697623461992246,0.07260940032414911,0.022292993630573247,0.12334041881357072,0.008387389666093759,0.1497490070456317
2006-11-28,6260,2271,2486,1729,1319,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,264.5,-0.06549520766773163,410,-0.013397287462785313,-215,-0.005458154151505128,0.0265748031496063,0.009880176581879336,0.008387389666093759,-0.019281686591741454,0.1393404342564983
2006-12-05,7491,2387,2974,2051,1388,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,259.3999938964844,-0.08850620744893872,663,0.04041533546325879,-587,-0.05942492012779553,0.11369584181448095,0.11266554747248647,-0.019281686591741454,0.021202776134970902,0.12832802694383277
2006-12-12,7465,2386,2991,2084,1446,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,264.8999938964844,-0.08546550569323509,638,-0.0033373381391002535,-605,-0.0024028834601521826,0.025779036827195467,0.0033475915938255534,0.021202776134970902,-0.02076255238476621,0.11715976788275825
2006-12-19,6707,2088,3134,2095,1333,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,259.3999938964844,-0.11361264350678396,762,0.016610850636302747,-1046,-0.059075686537173475,0.03617269544924154,0.08445040214477212,-0.02076255238476621,0.04163461281674774,0.10699232589950006
2006-12-26,6534,2131,3194,1825,1267,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,270.20001220703125,-0.08539944903581267,558,-0.030415983301028775,-1063,-0.0025346652750857313,0.10866752910737387,0.019342723004694834,0.04163461281674774,0.0070318053687894455,0.0976659956443431
2007-01-09,5972,2066,2453,1406,1531,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,272.1000061035156,0.020931011386470195,-125,-0.10453014998469544,-387,0.10345883073155801,0.23255022131426625,0.1783580438150033,0.0070318053687894455,0.0,0.0896031955965406
2007-01-16,5921,1997,2434,1509,1104,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,272.1000061035156,-0.0684006080054045,405,0.08874748827863363,-437,-0.008372404554588079,0.20283199387677,0.019860076732114647,0.0,-0.042998941361949816,0.07848075789087934
2007-01-23,6623,2558,3612,1753,901,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,260.3999938964844,-0.12864260908953645,852,0.07549400439115014,-1054,-0.10420537071440635,0.16842501883948757,0.2818476499189627,-0.042998941361949816,-0.0042242938913159556,0.06552926420218388
2007-01-30,7469,2643,3952,1952,1008,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,259.29998779296875,-0.12638907484268308,944,0.013890985958025064,-1309,-0.03850218934017817,0.10337837837837838,0.06444275966641395,-0.0042242938913159556,-0.008869988049537092,0.052296929922664846
2007-02-06,8733,2803,4188,2324,1254,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,257.0,-0.12252376044887209,1070,0.016869728209934397,-1385,-0.010175391618690587,0.1727221911682504,0.0566442569017308,-0.008869988049537092,0.036575851737293386,0.0398940222095472
2007-02-13,7777,2451,3869,2410,1329,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,266.3999938964844,-0.138999614247139,1081,0.0012595900606893393,-1418,-0.0037787701820680177,0.04305964161540519,0.10617088607594936,0.036575851737293386,0.004504550429898169,0.028417638515923424
2007-02-20,6929,2345,3646,2143,1220,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,267.6000061035156,-0.13320825515947468,923,-0.020316317346020317,-1301,0.015044361579015045,0.11180493606898602,0.054915706893673845,0.004504550429898169,-0.05605381038069779,0.017478039617203435
2007-02-27,7049,2573,3616,1880,1093,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,252.6000061035156,-0.11164704213363598,787,-0.019627651897820755,-1043,0.037234810217924665,0.1311806256306761,0.04168686379059622,-0.05605381038069779,-0.02929536411903677,0.008236355692605958
2007-03-06,7042,2547,3363,1875,1126,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,245.1999969482422,-0.10636182902584493,749,-0.005390835579514825,-816,0.03220314938289119,0.012662445851382872,0.047208121827411166,-0.02929536411903677,-0.03140292432331282,-0.0002535999526531614
2007-03-13,7562,2494,3361,2188,1474,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,237.5,-0.09441946574980165,714,-0.004970178926441352,-867,-0.0072422607213859696,0.1805024576734025,0.009393680614859094,-0.03140292432331282,0.02357897306743406,-0.007120740088338615
2007-03-20,7820,2454,3495,2349,1593,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,243.1000061035156,-0.09667519181585678,756,0.005554086220576567,-1041,-0.023009785770960064,0.07102993404363267,0.02924861321230459,0.02357897306743406,-0.004524911871237047,-0.014274499169343988
2007-03-27,8126,2631,3737,2382,1612,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,242.0,-0.09475756829928624,770,0.0017902813299232737,-1106,-0.008312020460358057,0.013019529293940912,0.06579773869346733,-0.004524911871237047,0.04462811178412318,-0.020514375950883547
2007-04-03,9021,2523,4011,2318,1441,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,252.8000030517578,-0.09721760336991464,877,0.013167610140290427,-1488,-0.04700959881860694,0.06251662676243681,0.058463422099785736,0.04462811178412318,0.00949364662781682,-0.02488043455836396
2007-04-10,8491,2531,3993,2364,1422,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,255.1999969482422,-0.11094099634907549,942,0.007205409599822636,-1462,0.0028821638399290543,0.01716851558372953,0.00398528510116493,0.00949364662781682,-0.045846383574272176,-0.02884453655915979
2007-04-17,8467,2871,3999,2208,1449,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,243.5,-0.08964214007322546,759,-0.021552231774820397,-1128,0.039335767283005536,0.05004101722723544,0.05036390101892285,-0.045846383574272176,-0.03449689485209195,-0.03224330071555092
2007-04-24,8710,2952,3869,2356,1628,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,235.1000061035156,-0.08358208955223881,728,-0.0036612731782213297,-917,0.02492027872918389,0.08207831325301204,0.030933880662659435,-0.03449689485209195,-0.02084223321166534,-0.03555326837728242
2007-05-01,8817,2914,3977,2556,1669,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,230.1999969482422,-0.10060111148916866,887,0.0182548794489093,-1063,-0.016762342135476463,0.05704142011834319,0.021187055579741692,-0.02084223321166534,-0.0013032278702646005,-0.039487027090968414
2007-05-08,8192,2961,4136,2595,1717,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,229.8999938964844,-0.107177734375,878,-0.0010207553589656345,-1175,-0.012702733356016786,0.020176252319109463,0.029026349161617584,-0.0013032278702646005,0.04393217212551681,-0.04430876785495979
2007-05-15,7181,2654,3986,2134,937,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,240.0,-0.16668987606182983,1197,0.0389404296875,-1332,-0.0191650390625,0.4041028980788017,0.06882530120481928,0.04393217212551681,0.12125002543131513,-0.05340418018012502
2007-05-22,7219,2698,3684,2091,1171,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,269.1000061035156,-0.1274414738883502,920,-0.03857401476117532,-986,0.04818270435872441,0.08491722869405273,0.054214979630209964,0.12125002543131513,0.06354517174160779,-0.06152832103212239
2007-05-29,7659,2744,3264,2107,1739,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,286.20001220703125,-0.04804804804804805,368,-0.07646488433301012,-520,0.06455187699127303,0.1518460738429537,0.07756324900133156,0.06354517174160779,-0.03913351407871146,-0.06672063535650385
2007-06-05,8005,2661,2745,1917,1891,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,275.0,-0.0032479700187382885,26,-0.04465334900117509,-84,0.056926491709100406,0.0898109243697479,0.11135775064742878,-0.03913351407871146,0.026909068714488615,-0.06984006293669004
2007-06-12,8330,2706,2654,1952,1995,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,282.3999938964844,0.005162064825930372,-43,-0.008619612742036228,52,0.016989381636477202,0.035216620217887004,0.025373134328358207,0.026909068714488615,0.027266332767180268,-0.07114283488360436
2007-06-19,8239,2753,2302,2174,2691,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,290.1000061035156,0.06275033377837116,-517,-0.05690276110444178,451,0.04789915966386555,0.18869475847893113,0.07893175074183977,0.027266332767180268,-0.03895214778628686,-0.06963810739756847
2007-06-26,7935,2841,2274,2306,2775,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,278.79998779296875,0.059105229993698806,-469,0.005825949751183396,567,0.014079378565359874,0.04251131666994686,0.02267839687194526,-0.03895214778628686,0.006097605026775144,-0.06743424355816709
2007-07-03,7484,2754,2054,1801,2376,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,280.5,0.07683057188669161,-575,-0.013358538122243226,700,0.016761184625078765,0.21642327028968159,0.06385191347753744,0.006097605026775144,-0.012121190361798151,-0.06515677202976435
2007-07-10,7130,2822,1950,1800,2530,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,277.1000061035156,0.10238429172510519,-730,-0.020710849812934258,872,0.022982362373062535,0.03579676674364896,0.03604358759430008,-0.012121190361798151,0.08119812163264517,-0.06308559086677243
2007-07-17,6946,2624,1762,1839,2471,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,299.6000061035156,0.09098761877339476,-632,0.013744740532959326,862,-0.001402524544179523,0.022737819025522042,0.08800729594163247,0.08119812163264517,-0.031041449002286114,-0.060269576062795864
2007-07-24,6904,2574,1897,1988,2211,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,290.29998779296875,0.03230011587485516,-223,0.05888281025050389,677,-0.02663403397638929,0.09740414384377233,0.04137776783717289,-0.031041449002286114,-0.037202853073045605,-0.058622778962638386
2007-07-31,8103,2598,2075,2066,2143,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,279.5,0.009502653338269777,-77,0.021147161066048668,523,-0.022305909617612977,0.03468757424566405,0.04322704900492189,-0.037202853073045605,-0.023613617543884136,-0.056999316964841076
2007-08-07,8391,2707,2318,2463,2497,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,272.8999938964844,0.004051960433798117,-34,0.005306676539553252,389,-0.016537085030235717,0.15141129032258063,0.0700497512437811,-0.023613617543884136,0.04727004098570098,-0.056127372096281054
2007-08-14,7971,2167,2443,2552,2170,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,285.79998779296875,-0.04792372349767909,382,0.04957692766058873,-276,-0.07925157907281612,0.08809826344769166,0.1442516268980477,0.04727004098570098,-0.039888013937713795,-0.05692691894642272
2007-08-21,7618,2229,2060,2498,2282,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,274.3999938964844,-0.028353898661065895,216,-0.0208254924099862,169,0.05582737423158951,0.03472803347280335,0.10375378876194917,-0.039888013937713795,-0.06049565041090299,-0.056919696775892197
2007-08-28,6830,2431,2579,2189,1889,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,257.79998779296875,-0.043923865300146414,300,0.011026516145970071,-148,-0.04161197164610134,0.17214320745463463,0.1439121756487026,-0.06049565041090299,-0.036850214084727106,-0.05732222826283204
2007-09-04,6104,2191,2823,2065,1126,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,248.3000030517578,-0.15383355176933158,939,0.09355783308931186,-632,-0.07086383601756954,0.27796928862425574,0.09652971679297966,-0.036850214084727106,-0.02819170323788056,-0.060271126610389664
2007-09-11,5808,2337,3010,1768,693,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,241.3000030517578,-0.18508953168044076,1075,0.022280471821756225,-673,-0.006716906946264744,0.29662738724095894,0.062277912848326164,-0.02819170323788056,0.0,-0.06350683484389232
2007-09-18,6049,2469,3343,1772,420,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,241.3000030517578,-0.22350801785419078,1352,0.04769283746556474,-874,-0.03460743801652893,0.12636861313868614,0.08000688231245699,0.0,0.025694143679361403,-0.06686782008104392
2007-09-25,7327,3203,3831,1875,817,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,247.5,-0.144397434147673,1058,-0.048603074888411306,-628,0.040667878988262525,0.18573551263001487,0.17372760875746374,0.025694143679361403,-0.028282828282828243,-0.06869267553590205
2007-10-02,9641,3666,4044,2231,1510,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,240.5,-0.07478477336375895,721,-0.04599426777671625,-378,0.03412037668895865,0.28040630847367015,0.08767833981841763,-0.028282828282828243,0.01122659853738961,-0.0691123923014045
2007-10-09,9752,4136,4047,2197,1785,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,243.1999969482422,-0.04224774405250205,412,-0.03205061715589669,89,0.04843895861425163,0.07759919638372677,0.05780276182329219,0.01122659853738961,-0.03824014460714409,-0.06912776464613822
2007-10-16,9192,4349,4280,2154,1602,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,233.8999938964844,-0.06005221932114883,552,0.01435602953240361,69,-0.002050861361771944,0.06017039403620873,0.051686174527755244,-0.03824014460714409,-0.037622864568621406,-0.0694960424919958
2007-10-23,8847,4320,4373,2103,1406,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,225.1000061035156,-0.07878376850909913,697,0.015774586597040906,-53,-0.013272410791993037,0.07039042462239954,0.01403428045553894,-0.037622864568621406,0.009773420206974581,-0.07047991121983038
2007-10-30,8991,4387,4658,2108,1415,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,227.3000030517578,-0.07707707707707707,693,-0.00045213066576240535,-271,-0.02464112128405109,0.003973885892705081,0.038916528468767274,0.009773420206974581,-0.00043997405267459655,-0.07198861897280595
2007-11-06,8958,4484,4707,2209,1593,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,227.1999969482422,-0.06876534940835008,616,-0.008564119675230786,-223,0.005338672005338672,0.07338243029984219,0.015885104994015884,-0.00043997405267459655,0.04313381682830886,-0.07068166347286173
2007-11-13,8650,4486,4104,2112,1915,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,237.0,-0.02277456647398844,197,-0.04677383344496539,382,0.06753739674034383,0.10404767817233673,0.07043073341094296,0.04313381682830886,0.07932490739138309,-0.06892934328195938
2007-11-20,8861,4361,3784,2066,2166,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,255.8000030517578,0.011285407967498025,-100,-0.03433526011560693,577,0.02254335260115607,0.07017958412098299,0.05463474524248005,0.07932490739138309,-0.009773260243058579,-0.06639477027611472
2007-11-27,8932,4328,3642,2053,2128,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,253.3000030517578,0.008396775638154948,-75,0.0028213519918745063,686,0.012301094684572847,0.012198038746711314,0.021957340025094103,-0.009773260243058579,-0.029214406103901025,-0.06467154924788156
2007-12-04,10470,3921,3947,2537,2149,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,245.8999938964844,-0.03705826170009551,388,0.05183609493954321,-26,-0.07971339005821765,0.10776781903542466,0.09049313675648195,-0.029214406103901025,0.024806857482410072,-0.06412468490235008
2007-12-11,10367,3965,4325,2521,2072,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,252.0,-0.04331050448538632,449,0.005826170009551098,-360,-0.031900668576886344,0.020248203788373612,0.05090470446320868,0.024806857482410072,-0.03015875437903015,-0.06325553676843562
2007-12-18,9036,3877,4338,2556,1957,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,244.3999938964844,-0.06629039397963701,599,0.014468988135429729,-461,-0.00974245201118935,0.03323731442499446,0.012294583079732198,-0.03015875437903015,-0.09410802199013824,-0.0628867846200972
2008-01-08,9131,4166,4711,3000,2063,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,221.3999938964844,-0.10261745701456576,937,0.03740593182824258,-545,-0.009296148738379814,0.10863124629666206,0.07457474371972513,-0.09410802199013824,-0.10975604545106843,-0.06267533872601608
2008-01-15,9397,4004,4671,3209,1936,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,197.1000061035156,-0.13546876662764712,1273,0.036797722045778115,-667,-0.013361077647574198,0.0653061224489796,0.02328530259365994,-0.10975604545106843,0.12582438876203805,-0.06363821021816674
2008-01-22,10019,4283,4742,3286,2039,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,221.8999938964844,-0.12446351931330472,1247,-0.002766840481004576,-459,0.022134723848036608,0.03380281690140845,0.038781163434903045,0.12582438876203805,-0.022983285196058745,-0.06643425888547011
2008-01-29,10693,4349,4653,3258,2340,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,216.8000030517578,-0.08585055643879173,918,-0.03283760854376684,-304,0.015470605848887115,0.05877098963915684,0.01721839591201955,-0.022983285196058745,0.021678952408133112,-0.0667698348168814
2008-02-05,13147,4743,4675,3738,3276,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,221.5,-0.03514109682817373,462,-0.04264472084541289,68,0.03478911437388946,0.2018819503849444,0.04417073688681249,0.021678952408133112,0.031151213979613512,-0.06497172881185519
2008-02-12,13491,4914,4548,3896,4352,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,228.3999938964844,0.033800311318656885,-456,-0.06982581577546208,366,0.02266676808397353,0.14961202715809893,0.03149439864722046,0.031151213979613512,-0.031085775107088875,-0.06189116369336788
2008-02-19,13376,5134,4650,3832,4463,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,221.3000030517578,0.04717404306220096,-631,-0.012971610703431918,484,0.008746571788599807,0.02109704641350211,0.03291087489779231,-0.031085775107088875,-0.029371892952390843,-0.058627744395078014
2008-02-26,13011,5261,4558,4098,4612,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,214.8000030517578,0.03950503420182922,-514,0.008747009569377991,703,0.016372607655502393,0.04764638346727899,0.022303696914146045,-0.029371892952390843,-0.03910618731811355,-0.05519496269413631
2008-03-04,13689,5437,4523,4266,5026,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,206.3999938964844,0.055519029878004236,-760,-0.018907078625778187,914,0.01621704711398048,0.06263452432199741,0.021184738955823294,-0.03910618731811355,-0.08866273417695347,-0.05156559182803096
2008-03-11,13094,5472,4727,4360,4640,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,188.1000061035156,0.021383839926683978,-280,0.035064650449265836,745,-0.012345679012345678,0.05333333333333334,0.023433669967643886,-0.08866273417695347,0.17650183876108705,-0.04900730563456327
2008-03-18,13225,5591,3738,4318,4509,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,221.3000030517578,0.01444234404536862,-191,0.006797006262410264,1853,0.08461890942416374,0.01959895774328764,0.11876942866330796,0.17650183876108705,0.01671937142891422,-0.04668414846011685
2008-03-25,13326,5220,4087,4276,4960,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,225.0,0.05132823052678973,-684,-0.03727788279773157,1133,-0.05444234404536862,0.05337808575140754,0.07736112603416784,0.01671937142891422,-0.03555555555555556,-0.04388130814710548
2008-04-01,15224,4486,4343,5679,5453,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,217.0,-0.014844981607987388,226,0.06828755815698634,143,-0.07429085997298514,0.1703197987782968,0.11213047910295616,-0.03555555555555556,0.12396310551375311,-0.042307650258492605
2008-04-08,14818,4255,3803,5684,6187,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,243.8999938964844,0.03394520178161695,-503,-0.047884918549658435,452,0.02029689963215975,0.06225254822677112,0.0956813104988831,0.12396310551375311,-0.11234110119786822,-0.039832596987706
2008-04-15,14567,4197,3898,5676,6048,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,216.5,0.025537173062401317,-372,0.0088405992711567,299,-0.010325280064786072,0.012538382804503583,0.018900555898702903,-0.11234110119786822,-0.020785219399538146,-0.037471928210161466
2008-04-22,14263,4295,4294,5895,5870,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,212.0,-0.0017527869312206408,25,0.02725338092949818,1,-0.020457197775794606,0.033744156396090096,0.057515426708580744,-0.020785219399538146,0.03679246722527263,-0.0353721549521258
2008-04-29,14777,4261,4366,6602,6302,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,219.8000030517578,-0.020301820396562226,300,0.01928065624342705,-105,-0.007431816588375517,0.08826720396776193,0.012287005911672656,0.03679246722527263,0.0013648910263532876,-0.03403868726603612
2008-05-06,14351,4312,4535,5928,5731,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,220.1000061035156,-0.013727266392585882,197,-0.006970291669486364,-223,-0.007985382689314474,0.10678445835834978,0.024867186616932293,0.0013648910263532876,0.029532030076105276,-0.03269532528219664
2008-05-13,14900,4665,4712,5853,5787,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,226.6000061035156,-0.0044295302013422815,66,-0.00912828374329315,-47,0.012263953731447286,0.011254295532646048,0.056521275461234935,0.029532030076105276,0.08120032392266974,-0.030845871795892287
2008-05-20,14681,4924,4917,5656,5801,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,245.0,0.009876711395681493,-145,-0.014161073825503356,7,0.0036241610738255033,0.018416688487387624,0.047149679910578196,0.08120032392266974,0.03265306122448974,-0.02859482476184072
2008-05-27,15434,4611,4479,5989,6431,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,253.0,0.028638071789555526,-442,-0.020230229548395887,132,0.008514406375587494,0.07753623188405798,0.08261826182618262,0.03265306122448974,-0.031225272318120223,-0.024838518072391
2008-06-03,14828,4558,4655,5261,5390,058643 ,RANDOM LENGTH LUMBER - CHICAGO MERCANTILE EXCHANGE ,245.1000061035156,0.008699757216077691,-129,0.020279901516133212,-97,-0.014837372035765194,0.16608769129659187,0.024856181482687506,-0.031225272318120223,-0.0024480052573404576,-0.022220417474228923
